"vote","leave","education","age"
"leave",1,NA,54
"leave",1,2,39
"stay",0,5,23
"stay",0,4,22
"don't know",NA,3,21
"leave",1,NA,40
"stay",0,2,23
"leave",1,1,39
"stay",0,4,23
"stay",0,3,20
"leave",1,3,52
"leave",1,NA,48
"leave",1,1,23
"stay",0,2,36
"stay",0,3,32
"stay",0,2,18
"stay",0,3,18
"leave",1,3,58
"stay",0,3,21
"stay",0,5,54
"stay",0,4,47
"stay",0,3,22
"stay",0,4,23
"leave",1,4,67
"don't know",NA,3,21
"leave",1,4,36
"leave",1,3,20
"leave",1,2,54
"leave",1,4,35
"stay",0,4,38
"stay",0,3,36
"leave",1,3,45
"leave",1,3,43
"leave",1,3,57
"leave",1,NA,22
"leave",1,4,36
"stay",0,4,30
"stay",0,4,23
"leave",1,3,44
"leave",1,4,40
"don't know",NA,4,38
"stay",0,4,24
"stay",0,3,56
"don't know",NA,3,20
"stay",0,3,24
"leave",1,5,44
"don't know",NA,2,20
"stay",0,5,39
"stay",0,4,24
"leave",1,3,20
"stay",0,3,19
"stay",0,3,21
"stay",0,4,24
"stay",0,3,19
"leave",1,1,42
"stay",0,NA,27
"stay",0,4,24
"stay",0,5,24
"leave",1,5,23
"stay",0,2,18
"stay",0,4,24
"leave",1,3,29
"stay",0,4,30
"leave",1,3,25
"stay",0,4,22
"stay",0,4,24
"stay",0,3,22
"stay",0,3,20
"leave",1,3,44
"stay",0,3,20
"stay",0,3,22
"stay",0,5,24
"stay",0,3,19
"leave",1,4,24
"stay",0,NA,50
"leave",1,3,20
"leave",1,NA,48
"stay",0,4,22
"stay",0,3,20
"stay",0,3,20
"stay",0,3,40
"stay",0,5,26
"won't vote",NA,3,19
"leave",1,2,18
"stay",0,NA,19
"stay",0,3,18
"leave",1,4,31
"leave",1,4,29
"stay",0,4,22
"leave",1,2,53
"leave",1,4,24
"stay",0,4,24
"stay",0,4,23
"leave",1,4,41
"leave",1,4,21
"leave",1,3,18
"stay",0,3,19
"stay",0,NA,19
"stay",0,2,51
"stay",0,4,24
"stay",0,2,18
"stay",0,4,24
"stay",0,3,21
"stay",0,3,18
"won't vote",NA,3,19
"stay",0,3,19
"leave",1,2,50
"leave",1,NA,62
"leave",1,5,23
"stay",0,3,20
"stay",0,3,24
"won't vote",NA,4,22
"stay",0,4,22
"stay",0,4,27
"don't know",NA,4,28
"stay",0,3,22
"won't vote",NA,2,36
"won't vote",NA,3,21
"stay",0,3,20
"leave",1,NA,42
"leave",1,NA,18
"leave",1,3,19
"stay",0,4,24
"won't vote",NA,NA,20
"leave",1,4,25
"stay",0,4,32
"stay",0,4,22
"stay",0,5,35
"stay",0,2,21
"leave",1,4,74
"leave",1,3,20
"leave",1,4,45
"leave",1,2,58
"leave",1,NA,59
"leave",1,5,22
"leave",1,3,21
"stay",0,3,19
"won't vote",NA,NA,20
"leave",1,4,26
"don't know",NA,3,21
"stay",0,3,18
"stay",0,3,20
"stay",0,4,23
"leave",1,4,62
"stay",0,4,30
"stay",0,NA,19
"leave",1,3,22
"leave",1,4,22
"stay",0,3,19
"leave",1,3,32
"leave",1,4,21
"leave",1,3,24
"stay",0,4,26
"leave",1,1,40
"stay",0,5,31
"stay",0,4,23
"leave",1,4,52
"stay",0,5,23
"stay",0,5,32
"leave",1,3,52
"stay",0,3,18
"leave",1,3,18
"leave",1,3,19
"leave",1,4,29
"stay",0,3,57
"don't know",NA,3,20
"leave",1,4,52
"stay",0,4,21
"stay",0,3,19
"stay",0,3,18
"stay",0,3,45
"stay",0,4,21
"stay",0,3,20
"don't know",NA,NA,69
"stay",0,4,27
"stay",0,3,19
"leave",1,3,18
"stay",0,3,18
"stay",0,2,21
"stay",0,4,25
"stay",0,3,21
"leave",1,NA,58
"stay",0,3,20
"stay",0,3,22
"leave",1,3,18
"stay",0,3,21
"stay",0,3,20
"stay",0,NA,23
"leave",1,3,35
"stay",0,NA,20
"leave",1,2,52
"leave",1,4,70
"leave",1,NA,65
"stay",0,4,56
"stay",0,3,18
"stay",0,3,21
"leave",1,NA,28
"leave",1,3,22
"stay",0,5,24
"stay",0,4,30
"leave",1,4,60
"don't know",NA,2,37
"stay",0,4,24
"leave",1,4,24
"stay",0,3,25
"stay",0,5,44
"stay",0,5,32
"leave",1,3,20
"stay",0,4,32
"stay",0,4,23
"stay",0,2,21
"leave",1,NA,24
"don't know",NA,NA,21
"stay",0,3,27
"stay",0,1,75
"leave",1,1,64
"leave",1,4,54
"leave",1,2,66
"stay",0,3,19
"stay",0,4,40
"stay",0,3,18
"stay",0,3,18
"stay",0,3,21
"leave",1,2,68
"leave",1,2,50
"stay",0,4,59
"stay",0,3,19
"won't vote",NA,4,21
"stay",0,3,19
"leave",1,3,44
"stay",0,3,21
"stay",0,4,24
"stay",0,3,18
"leave",1,4,36
"leave",1,3,24
"don't know",NA,2,59
"stay",0,4,54
"stay",0,4,26
"stay",0,4,20
"stay",0,2,44
"stay",0,3,20
"leave",1,1,53
"stay",0,5,58
"leave",1,4,39
"stay",0,4,21
"stay",0,3,61
"stay",0,4,23
"stay",0,4,27
"leave",1,2,58
"stay",0,3,46
"stay",0,3,25
"stay",0,5,38
"stay",0,2,18
"leave",1,4,22
"stay",0,NA,59
"won't vote",NA,3,34
"stay",0,4,29
"don't know",NA,3,18
"leave",1,4,46
"leave",1,1,55
"leave",1,4,58
"stay",0,1,49
"stay",0,3,22
"stay",0,4,60
"leave",1,3,24
"leave",1,1,64
"leave",1,2,70
"stay",0,4,23
"stay",0,4,22
"stay",0,3,18
"stay",0,4,25
"stay",0,3,23
"stay",0,2,59
"stay",0,3,20
"stay",0,5,28
"stay",0,4,24
"stay",0,3,19
"stay",0,4,24
"leave",1,2,42
"stay",0,4,23
"stay",0,3,22
"stay",0,2,25
"leave",1,3,48
"stay",0,4,24
"stay",0,4,39
"stay",0,3,18
"stay",0,4,22
"stay",0,2,26
"stay",0,3,19
"stay",0,2,18
"don't know",NA,3,46
"stay",0,4,60
"stay",0,3,29
"leave",1,NA,32
"stay",0,3,32
"leave",1,4,25
"leave",1,2,74
"leave",1,3,19
"leave",1,1,23
"leave",1,2,43
"stay",0,3,24
"leave",1,2,46
"leave",1,2,33
"leave",1,3,74
"leave",1,3,19
"leave",1,2,47
"leave",1,3,23
"stay",0,4,22
"don't know",NA,4,22
"leave",1,4,22
"stay",0,4,21
"don't know",NA,4,36
"don't know",NA,4,27
"stay",0,3,18
"stay",0,4,39
"stay",0,4,22
"stay",0,3,20
"stay",0,4,21
"leave",1,3,18
"stay",0,3,20
"stay",0,4,23
"stay",0,3,21
"stay",0,3,20
"stay",0,NA,52
"stay",0,4,21
"stay",0,4,22
"stay",0,3,19
"stay",0,3,22
"stay",0,3,21
"stay",0,1,33
"stay",0,4,27
"leave",1,1,67
"leave",1,4,21
"don't know",NA,3,57
"stay",0,NA,56
"stay",0,5,80
"stay",0,3,23
"won't vote",NA,3,19
"stay",0,4,24
"stay",0,3,20
"stay",0,3,30
"stay",0,2,23
"stay",0,3,48
"stay",0,4,23
"stay",0,4,31
"leave",1,3,21
"stay",0,4,22
"leave",1,4,48
"stay",0,4,29
"stay",0,NA,20
"leave",1,4,38
"leave",1,2,70
"stay",0,3,18
"stay",0,NA,43
"stay",0,4,24
"stay",0,3,19
"stay",0,5,37
"stay",0,3,19
"don't know",NA,3,18
"stay",0,3,20
"stay",0,3,18
"leave",1,2,33
"stay",0,3,22
"stay",0,NA,48
"stay",0,4,27
"stay",0,3,21
"stay",0,2,18
"stay",0,5,32
"don't know",NA,1,30
"leave",1,NA,23
"stay",0,NA,18
"leave",1,4,61
"stay",0,3,21
"stay",0,5,22
"stay",0,4,27
"stay",0,4,55
"stay",0,3,20
"leave",1,2,27
"stay",0,3,20
"leave",1,5,36
"stay",0,4,23
"leave",1,NA,41
"stay",0,3,18
"stay",0,4,27
"stay",0,3,20
"leave",1,2,70
"leave",1,2,54
"don't know",NA,4,22
"stay",0,4,22
"stay",0,NA,24
"stay",0,3,24
"leave",1,NA,22
"won't vote",NA,5,45
"stay",0,4,23
"don't know",NA,1,21
"don't know",NA,3,37
"stay",0,3,19
"don't know",NA,4,24
"stay",0,NA,22
"leave",1,3,20
"leave",1,3,31
"stay",0,3,24
"stay",0,4,22
"stay",0,3,20
"stay",0,3,22
"stay",0,4,24
"stay",0,4,23
"leave",1,4,64
"stay",0,4,39
"stay",0,2,44
"stay",0,4,24
"stay",0,4,23
"stay",0,3,21
"leave",1,1,60
"stay",0,4,23
"stay",0,NA,18
"leave",1,1,20
"leave",1,1,28
"stay",0,4,24
"won't vote",NA,4,21
"leave",1,3,20
"leave",1,2,28
"stay",0,2,18
"stay",0,3,18
"stay",0,2,19
"stay",0,4,22
"leave",1,4,59
"don't know",NA,2,26
"stay",0,4,42
"leave",1,3,54
"don't know",NA,3,19
"don't know",NA,2,22
"stay",0,3,19
"stay",0,3,22
"leave",1,4,32
"leave",1,1,18
"stay",0,4,29
"stay",0,4,30
"leave",1,2,50
"stay",0,5,47
"leave",1,4,32
"stay",0,5,22
"leave",1,3,23
"stay",0,3,20
"stay",0,3,18
"don't know",NA,2,31
"leave",1,4,68
"stay",0,4,24
"leave",1,1,56
"stay",0,NA,18
"stay",0,3,20
"leave",1,3,51
"leave",1,3,32
"stay",0,2,20
"stay",0,4,24
"leave",1,NA,50
"leave",1,NA,18
"stay",0,4,21
"leave",1,1,39
"leave",1,3,23
"stay",0,3,20
"stay",0,3,20
"stay",0,4,34
"leave",1,2,56
"leave",1,1,46
"leave",1,2,21
"stay",0,4,20
"stay",0,NA,45
"leave",1,2,48
"leave",1,4,19
"leave",1,3,18
"stay",0,3,19
"stay",0,4,23
"leave",1,2,63
"stay",0,2,56
"leave",1,NA,47
"don't know",NA,3,32
"won't vote",NA,5,28
"stay",0,NA,24
"stay",0,3,19
"stay",0,NA,19
"stay",0,3,22
"stay",0,3,30
"stay",0,2,69
"leave",1,4,31
"leave",1,4,24
"stay",0,3,19
"stay",0,4,56
"stay",0,3,23
"leave",1,3,53
"stay",0,3,20
"leave",1,2,35
"stay",0,3,20
"stay",0,4,21
"stay",0,2,27
"stay",0,3,18
"stay",0,3,21
"leave",1,3,58
"won't vote",NA,NA,19
"stay",0,NA,18
"don't know",NA,2,23
"stay",0,4,21
"stay",0,3,19
"stay",0,3,23
"stay",0,4,22
"stay",0,4,46
"won't vote",NA,4,23
"stay",0,3,21
"stay",0,5,28
"stay",0,3,22
"stay",0,3,28
"stay",0,4,30
"leave",1,4,63
"leave",1,NA,57
"leave",1,3,58
"won't vote",NA,3,18
"leave",1,4,24
"stay",0,NA,68
"leave",1,2,55
"leave",1,3,21
"stay",0,4,22
"leave",1,2,38
"leave",1,4,51
"leave",1,3,19
"stay",0,4,45
"stay",0,3,19
"won't vote",NA,3,28
"leave",1,NA,37
"leave",1,4,41
"stay",0,3,19
"stay",0,4,24
"don't know",NA,4,36
"stay",0,3,19
"leave",1,NA,64
"leave",1,3,18
"stay",0,4,23
"stay",0,NA,31
"leave",1,3,21
"stay",0,3,18
"don't know",NA,2,19
"stay",0,4,65
"stay",0,4,21
"stay",0,3,20
"stay",0,3,22
"stay",0,4,24
"stay",0,3,22
"stay",0,2,50
"stay",0,3,20
"stay",0,4,23
"leave",1,4,33
"stay",0,NA,26
"stay",0,4,21
"stay",0,3,19
"stay",0,4,23
"won't vote",NA,3,19
"leave",1,NA,49
"stay",0,5,39
"leave",1,5,25
"leave",1,3,19
"stay",0,NA,21
"stay",0,4,24
"stay",0,4,24
"leave",1,3,19
"won't vote",NA,1,37
"stay",0,3,18
"leave",1,2,19
"leave",1,2,55
"stay",0,4,24
"leave",1,4,24
"leave",1,2,56
"leave",1,2,48
"stay",0,3,20
"stay",0,4,23
"stay",0,NA,21
"stay",0,3,20
"stay",0,4,22
"leave",1,1,66
"stay",0,3,21
"stay",0,5,24
"stay",0,4,21
"stay",0,3,21
"stay",0,3,20
"leave",1,4,66
"stay",0,4,23
"stay",0,NA,19
"stay",0,4,24
"leave",1,2,64
"stay",0,4,59
"stay",0,4,23
"stay",0,3,20
"leave",1,4,35
"stay",0,4,22
"stay",0,3,37
"stay",0,4,36
"leave",1,5,23
"stay",0,4,20
"stay",0,4,55
"leave",1,2,44
"stay",0,4,69
"stay",0,3,22
"stay",0,4,38
"leave",1,NA,39
"leave",1,NA,56
"stay",0,2,68
"stay",0,NA,18
"leave",1,NA,31
"stay",0,3,24
"leave",1,4,23
"leave",1,2,57
"leave",1,NA,55
"stay",0,4,23
"stay",0,NA,19
"stay",0,5,31
"stay",0,4,23
"stay",0,3,18
"stay",0,4,23
"stay",0,4,28
"stay",0,3,20
"stay",0,3,19
"stay",0,3,20
"stay",0,3,19
"stay",0,3,20
"won't vote",NA,3,22
"stay",0,3,73
"stay",0,4,28
"stay",0,4,28
"leave",1,2,60
"stay",0,4,82
"stay",0,3,48
"stay",0,3,18
"don't know",NA,NA,19
"leave",1,4,58
"leave",1,2,77
"stay",0,2,19
"stay",0,3,55
"stay",0,4,56
"leave",1,3,67
"stay",0,4,22
"leave",1,3,23
"stay",0,4,22
"stay",0,1,66
"stay",0,3,18
"stay",0,4,22
"leave",1,1,61
"stay",0,3,19
"leave",1,NA,46
"leave",1,4,75
"stay",0,4,20
"stay",0,NA,21
"don't know",NA,5,45
"stay",0,3,19
"leave",1,1,73
"leave",1,4,66
"don't know",NA,3,35
"stay",0,3,18
"stay",0,5,23
"don't know",NA,2,54
"leave",1,NA,68
"leave",1,2,66
"stay",0,4,36
"leave",1,NA,74
"stay",0,3,24
"stay",0,5,30
"leave",1,2,60
"leave",1,3,70
"stay",0,3,21
"leave",1,3,21
"stay",0,3,19
"leave",1,4,24
"leave",1,3,62
"stay",0,5,63
"won't vote",NA,4,36
"stay",0,5,24
"stay",0,4,24
"stay",0,4,22
"stay",0,3,19
"stay",0,5,23
"stay",0,4,23
"stay",0,4,21
"stay",0,NA,24
"leave",1,2,58
"leave",1,4,59
"stay",0,2,43
"leave",1,4,44
"don't know",NA,2,29
"leave",1,2,67
"leave",1,4,68
"stay",0,3,18
"leave",1,3,55
"stay",0,3,21
"leave",1,2,56
"stay",0,4,21
"stay",0,1,24
"leave",1,4,67
"stay",0,4,28
"leave",1,4,64
"leave",1,NA,19
"stay",0,2,50
"leave",1,NA,65
"leave",1,2,47
"leave",1,2,71
"stay",0,3,18
"stay",0,3,32
"stay",0,2,33
"leave",1,1,47
"stay",0,NA,38
"leave",1,5,23
"leave",1,4,39
"stay",0,3,20
"leave",1,2,77
"leave",1,2,24
"leave",1,3,20
"stay",0,3,23
"leave",1,NA,66
"stay",0,3,19
"stay",0,4,45
"leave",1,4,23
"leave",1,5,23
"stay",0,3,27
"don't know",NA,5,23
"stay",0,3,20
"stay",0,4,32
"stay",0,5,22
"stay",0,3,21
"don't know",NA,3,21
"stay",0,4,24
"stay",0,4,72
"leave",1,3,25
"stay",0,3,20
"leave",1,4,19
"leave",1,NA,36
"leave",1,2,28
"leave",1,2,69
"leave",1,4,23
"stay",0,4,61
"stay",0,3,27
"stay",0,4,31
"leave",1,2,64
"stay",0,3,20
"stay",0,5,21
"stay",0,3,20
"stay",0,4,24
"stay",0,NA,68
"stay",0,4,29
"stay",0,3,69
"stay",0,3,21
"leave",1,2,31
"stay",0,3,18
"stay",0,3,19
"stay",0,3,21
"leave",1,3,18
"leave",1,3,48
"leave",1,2,28
"leave",1,4,53
"stay",0,2,56
"stay",0,4,23
"stay",0,3,34
"stay",0,3,19
"leave",1,2,42
"don't know",NA,4,24
"leave",1,1,26
"stay",0,3,18
"stay",0,3,19
"stay",0,3,19
"stay",0,NA,69
"leave",1,2,55
"leave",1,4,23
"stay",0,3,19
"stay",0,4,21
"stay",0,3,19
"stay",0,3,18
"leave",1,4,35
"stay",0,4,23
"leave",1,NA,19
"leave",1,4,18
"stay",0,4,60
"leave",1,3,18
"stay",0,4,24
"leave",1,1,67
"don't know",NA,3,25
"leave",1,3,60
"stay",0,3,52
"stay",0,3,21
"stay",0,3,18
"stay",0,4,23
"stay",0,4,21
"stay",0,NA,21
"stay",0,4,36
"stay",0,5,23
"stay",0,2,36
"stay",0,3,18
"stay",0,4,23
"leave",1,4,23
"stay",0,5,24
"stay",0,4,27
"stay",0,5,60
"don't know",NA,4,39
"don't know",NA,4,24
"stay",0,3,19
"stay",0,5,62
"stay",0,NA,20
"leave",1,3,60
"stay",0,3,21
"leave",1,3,21
"leave",1,1,61
"won't vote",NA,5,37
"stay",0,4,23
"stay",0,4,28
"stay",0,4,23
"stay",0,NA,20
"leave",1,3,66
"leave",1,3,24
"stay",0,4,20
"stay",0,3,21
"stay",0,3,20
"stay",0,3,21
"stay",0,2,18
"stay",0,3,22
"stay",0,5,24
"leave",1,1,64
"stay",0,NA,56
"leave",1,2,43
"stay",0,4,23
"stay",0,4,24
"stay",0,3,21
"leave",1,3,19
"stay",0,4,25
"leave",1,2,22
"stay",0,4,23
"leave",1,2,51
"stay",0,4,24
"leave",1,2,48
"stay",0,5,22
"stay",0,4,24
"stay",0,2,21
"stay",0,3,22
"stay",0,4,19
"leave",1,NA,27
"stay",0,3,19
"stay",0,3,19
"leave",1,4,71
"stay",0,4,23
"stay",0,3,21
"leave",1,2,27
"stay",0,3,20
"stay",0,3,18
"won't vote",NA,2,34
"leave",1,5,60
"stay",0,NA,59
"leave",1,3,19
"leave",1,4,39
"stay",0,3,20
"stay",0,4,22
"leave",1,3,19
"stay",0,NA,18
"leave",1,3,23
"stay",0,4,39
"stay",0,3,18
"leave",1,3,57
"leave",1,3,20
"stay",0,5,27
"stay",0,4,22
"leave",1,4,64
"stay",0,4,22
"leave",1,NA,22
"leave",1,4,67
"leave",1,4,65
"leave",1,3,19
"leave",1,4,49
"stay",0,4,24
"stay",0,4,22
"leave",1,4,30
"leave",1,1,35
"stay",0,NA,22
"don't know",NA,3,18
"don't know",NA,4,22
"stay",0,5,23
"stay",0,4,26
"leave",1,1,54
"stay",0,2,27
"leave",1,3,22
"stay",0,4,23
"stay",0,3,35
"don't know",NA,3,22
"leave",1,NA,31
"stay",0,3,35
"stay",0,5,24
"stay",0,2,37
"stay",0,3,36
"stay",0,3,20
"leave",1,4,23
"stay",0,4,20
"leave",1,4,61
"leave",1,4,62
"leave",1,3,19
"stay",0,5,24
"stay",0,2,18
"don't know",NA,1,70
"stay",0,3,21
"stay",0,3,20
"leave",1,3,36
"stay",0,5,20
"don't know",NA,NA,54
"leave",1,4,21
"leave",1,4,43
"stay",0,3,20
"stay",0,3,20
"stay",0,4,50
"stay",0,3,19
"stay",0,3,21
"stay",0,4,24
"stay",0,3,34
"leave",1,1,38
"leave",1,NA,63
"stay",0,NA,23
"stay",0,3,20
"leave",1,3,24
"stay",0,4,20
"leave",1,NA,56
"leave",1,2,46
"don't know",NA,1,37
"won't vote",NA,NA,29
"leave",1,2,23
"leave",1,4,53
"stay",0,3,37
"stay",0,4,26
"leave",1,2,52
"stay",0,4,20
"stay",0,3,52
"leave",1,1,71
"don't know",NA,2,36
"leave",1,3,30
"leave",1,NA,27
"stay",0,4,25
"stay",0,3,21
"leave",1,3,20
"leave",1,NA,48
"leave",1,2,51
"leave",1,4,34
"stay",0,3,18
"leave",1,3,18
"stay",0,5,69
"stay",0,3,19
"leave",1,2,42
"stay",0,4,20
"stay",0,2,27
"stay",0,4,23
"leave",1,3,35
"leave",1,3,34
"stay",0,NA,30
"stay",0,NA,58
"stay",0,4,22
"leave",1,3,49
"leave",1,2,30
"stay",0,4,24
"stay",0,3,21
"stay",0,3,18
"won't vote",NA,2,29
"stay",0,NA,22
"stay",0,3,19
"leave",1,NA,56
"don't know",NA,4,32
"stay",0,3,19
"stay",0,3,18
"stay",0,5,27
"stay",0,4,23
"leave",1,1,65
"stay",0,3,18
"leave",1,4,49
"leave",1,NA,75
"stay",0,2,28
"stay",0,3,31
"leave",1,3,19
"leave",1,3,23
"leave",1,2,47
"stay",0,4,24
"stay",0,3,19
"don't know",NA,2,52
"stay",0,3,25
"leave",1,4,23
"stay",0,4,38
"leave",1,4,35
"stay",0,4,23
"stay",0,3,20
"leave",1,2,36
"leave",1,4,36
"leave",1,2,27
"leave",1,4,40
"don't know",NA,2,52
"stay",0,3,22
"stay",0,3,21
"stay",0,4,32
"stay",0,4,46
"stay",0,4,24
"leave",1,2,73
"stay",0,3,21
"leave",1,2,69
"leave",1,2,48
"leave",1,2,55
"don't know",NA,4,22
"leave",1,2,21
"stay",0,5,22
"stay",0,5,23
"leave",1,3,32
"stay",0,3,18
"stay",0,4,28
"leave",1,2,48
"leave",1,3,48
"stay",0,3,18
"leave",1,3,51
"leave",1,1,44
"stay",0,4,59
"stay",0,3,19
"stay",0,4,59
"stay",0,3,22
"don't know",NA,3,47
"stay",0,3,45
"leave",1,2,50
"don't know",NA,NA,64
"leave",1,3,49
"stay",0,1,30
"stay",0,4,24
"leave",1,4,22
"leave",1,4,21
"leave",1,4,19
"stay",0,3,19
"stay",0,NA,47
"stay",0,3,21
"stay",0,1,67
"stay",0,3,38
"stay",0,3,67
"stay",0,3,46
"won't vote",NA,NA,18
"stay",0,3,19
"won't vote",NA,NA,18
"stay",0,NA,23
"stay",0,4,20
"leave",1,3,18
"leave",1,3,29
"stay",0,4,61
"stay",0,4,24
"stay",0,3,22
"leave",1,2,53
"stay",0,3,21
"leave",1,3,18
"leave",1,3,21
"stay",0,3,23
"leave",1,4,60
"won't vote",NA,NA,19
"don't know",NA,NA,48
"stay",0,3,21
"stay",0,2,30
"leave",1,3,38
"stay",0,3,18
"stay",0,3,25
"leave",1,NA,60
"don't know",NA,3,28
"don't know",NA,NA,45
"leave",1,1,36
"leave",1,3,53
"stay",0,4,24
"leave",1,1,68
"stay",0,3,22
"stay",0,5,23
"don't know",NA,2,54
"stay",0,4,32
"leave",1,4,43
"stay",0,4,22
"stay",0,4,29
"don't know",NA,2,20
"leave",1,1,46
"leave",1,4,23
"stay",0,2,20
"stay",0,3,19
"stay",0,NA,18
"leave",1,5,65
"don't know",NA,1,26
"leave",1,3,30
"leave",1,3,50
"stay",0,3,19
"stay",0,3,20
"don't know",NA,3,23
"stay",0,5,31
"stay",0,5,31
"won't vote",NA,4,24
"stay",0,4,49
"stay",0,4,67
"don't know",NA,1,44
"leave",1,1,60
"stay",0,3,20
"stay",0,3,18
"stay",0,NA,42
"leave",1,1,18
"stay",0,4,21
"won't vote",NA,1,33
"stay",0,3,65
"stay",0,4,63
"stay",0,3,22
"stay",0,4,32
"don't know",NA,4,68
"leave",1,1,62
"don't know",NA,2,36
"leave",1,4,37
"leave",1,3,36
"stay",0,2,18
"leave",1,4,28
"stay",0,4,41
"stay",0,4,69
"leave",1,NA,40
"stay",0,4,22
"leave",1,1,51
"stay",0,2,22
"stay",0,3,29
"stay",0,5,23
"leave",1,2,18
"leave",1,1,63
"stay",0,4,40
"leave",1,3,18
"leave",1,NA,48
"stay",0,3,30
"stay",0,4,22
"stay",0,4,49
"leave",1,4,52
"stay",0,4,34
"leave",1,4,57
"stay",0,NA,55
"leave",1,3,35
"won't vote",NA,1,40
"don't know",NA,3,24
"leave",1,NA,40
"leave",1,4,46
"stay",0,3,24
"stay",0,5,23
"stay",0,4,21
"stay",0,3,20
"stay",0,3,21
"leave",1,1,61
"stay",0,5,22
"stay",0,4,24
"stay",0,3,19
"leave",1,NA,41
"stay",0,3,22
"stay",0,2,20
"stay",0,4,24
"stay",0,4,21
"leave",1,4,23
"leave",1,1,48
"leave",1,NA,23
"leave",1,1,32
"stay",0,3,22
"leave",1,5,23
"stay",0,NA,23
"leave",1,2,65
"leave",1,1,64
"stay",0,3,20
"don't know",NA,2,43
"leave",1,4,39
"leave",1,4,49
"leave",1,4,60
"leave",1,NA,51
"leave",1,3,55
"stay",0,3,19
"leave",1,4,38
"stay",0,NA,48
"stay",0,3,18
"leave",1,NA,43
"stay",0,4,21
"stay",0,3,23
"leave",1,1,59
"stay",0,4,22
"leave",1,3,18
"leave",1,2,67
"stay",0,4,23
"stay",0,NA,22
"leave",1,4,29
"stay",0,4,36
"stay",0,NA,20
"stay",0,5,29
"don't know",NA,4,69
"stay",0,4,48
"stay",0,3,18
"stay",0,3,20
"stay",0,4,22
"stay",0,4,40
"stay",0,5,32
"stay",0,5,23
"stay",0,5,33
"leave",1,4,34
"stay",0,2,34
"stay",0,4,23
"stay",0,4,26
"stay",0,4,31
"stay",0,5,23
"stay",0,4,22
"leave",1,NA,66
"leave",1,NA,40
"stay",0,3,24
"don't know",NA,4,66
"stay",0,2,27
"leave",1,1,45
"leave",1,3,18
"leave",1,3,19
"stay",0,2,41
"don't know",NA,4,61
"stay",0,4,21
"stay",0,4,22
"stay",0,4,23
"leave",1,2,46
"leave",1,NA,50
"leave",1,1,74
"stay",0,4,21
"stay",0,5,43
"stay",0,2,76
"stay",0,3,21
"stay",0,5,24
"stay",0,3,20
"leave",1,3,26
"stay",0,4,19
"stay",0,4,37
"stay",0,4,24
"stay",0,3,20
"don't know",NA,3,52
"leave",1,5,22
"don't know",NA,NA,34
"stay",0,2,42
"stay",0,3,21
"stay",0,NA,20
"stay",0,4,22
"stay",0,3,18
"stay",0,4,28
"stay",0,3,19
"stay",0,4,21
"stay",0,NA,43
"leave",1,NA,37
"leave",1,4,42
"leave",1,3,22
"leave",1,2,38
"leave",1,2,46
"leave",1,1,62
"stay",0,3,33
"leave",1,5,24
"leave",1,5,41
"don't know",NA,5,66
"stay",0,NA,20
"leave",1,NA,54
"stay",0,5,22
"stay",0,3,18
"stay",0,2,19
"leave",1,4,38
"stay",0,3,20
"stay",0,4,19
"stay",0,4,62
"leave",1,4,19
"leave",1,4,22
"stay",0,3,19
"leave",1,4,36
"stay",0,3,24
"leave",1,3,22
"won't vote",NA,3,30
"stay",0,3,55
"stay",0,3,18
"leave",1,3,67
"stay",0,2,23
"stay",0,3,21
"stay",0,4,21
"don't know",NA,2,36
"stay",0,3,25
"leave",1,3,20
"leave",1,2,34
"leave",1,NA,73
"leave",1,2,51
"stay",0,3,38
"leave",1,NA,66
"stay",0,3,50
"won't vote",NA,2,50
"stay",0,3,20
"don't know",NA,NA,49
"stay",0,5,22
"stay",0,4,23
"stay",0,4,23
"stay",0,NA,58
"stay",0,NA,19
"leave",1,NA,24
"stay",0,3,34
"leave",1,NA,61
"stay",0,NA,24
"stay",0,3,20
"stay",0,3,18
"leave",1,2,56
"leave",1,1,23
"stay",0,4,21
"leave",1,4,23
"leave",1,3,24
"stay",0,5,23
"stay",0,5,23
"leave",1,4,46
"stay",0,3,22
"stay",0,4,21
"stay",0,2,32
"leave",1,1,31
"stay",0,5,51
"leave",1,4,22
"leave",1,3,26
"leave",1,3,35
"stay",0,3,22
"leave",1,NA,18
"stay",0,3,22
"leave",1,4,24
"leave",1,NA,37
"stay",0,4,22
"stay",0,3,29
"stay",0,5,24
"stay",0,4,23
"stay",0,4,22
"don't know",NA,NA,56
"leave",1,1,44
"stay",0,1,33
"stay",0,4,20
"stay",0,5,22
"stay",0,NA,20
"stay",0,NA,42
"stay",0,4,59
"stay",0,4,32
"don't know",NA,1,34
"leave",1,3,23
"stay",0,2,24
"won't vote",NA,NA,23
"leave",1,2,54
"don't know",NA,4,50
"leave",1,4,47
"stay",0,3,19
"stay",0,2,24
"stay",0,NA,62
"stay",0,3,33
"stay",0,3,22
"leave",1,3,22
"leave",1,3,19
"don't know",NA,3,26
"leave",1,3,67
"leave",1,2,53
"stay",0,NA,67
"leave",1,3,49
"leave",1,2,37
"stay",0,5,90
"leave",1,2,67
"don't know",NA,2,33
"leave",1,1,46
"don't know",NA,3,53
"leave",1,2,56
"leave",1,5,66
"stay",0,4,22
"stay",0,2,24
"stay",0,NA,18
"stay",0,NA,20
"don't know",NA,2,43
"leave",1,2,39
"stay",0,4,22
